sent_id,doc_id,sent_index,date,speaker,sentence
4-3,4,3,2022-05-26,Lael Brainard,There has been explosive growth in an emergent digital financial system built around new digital assets and facilitated by crypto-asset platforms and stablecoins as settlement assets.
4-4,4,4,2022-05-26,Lael Brainard,"In recent weeks, two widely used stablecoins have come under considerable pressure."
4-5,4,5,2022-05-26,Lael Brainard,"One widely used algorithmic stablecoin declined to a small fraction of its purported value, and the stablecoin that is the most traded crypto asset by volume temporarily dipped below its purported one-to-one valuation with the dollar."
4-6,4,6,2022-05-26,Lael Brainard,"These events underscore the need for clear regulatory guardrails to provide consumer and investor protection, protect financial stability, and ensure a level playing field for competition and innovation across the financial system."
4-7,4,7,2022-05-26,Lael Brainard,The recent turmoil in crypto financial markets makes clear that the actions we take now—whether on the regulatory framework or a digital dollar—should be robust to the future evolution of the financial system.
4-8,4,8,2022-05-26,Lael Brainard,"The rapid ongoing evolution of the digital financial system at the national and international levels should lead us to frame the question not as whether there is a need for a central-bank-issued digital dollar today, but rather whether there may be conditions in the future that may give rise to such a need."
4-9,4,9,2022-05-26,Lael Brainard,"We recognize there are risks of not acting, just as there are risks of acting."
4-10,4,10,2022-05-26,Lael Brainard,"Congress recognized the importance of safe, efficient, and widely accessible payments when it created the Federal Reserve and included payments as a core part of our mission."
4-11,4,11,2022-05-26,Lael Brainard,"It entrusted to the Federal Reserve the issuance to the public of government, risk-free currency."
4-12,4,12,2022-05-26,Lael Brainard,"The Federal Reserve has operated alongside the private sector, providing a stable currency and operating key aspects of the payments system, while also supporting private-sector innovation."
4-13,4,13,2022-05-26,Lael Brainard,"Today, physical currency provides the public with access to safe central bank money, exchangeable without concern for liquidity or credit risk."
4-14,4,14,2022-05-26,Lael Brainard,"The share of U.S. payments made by cash has declined from 31 percent to 20 percent just over the past five years, and the share is even lower for those under age 45."
4-15,4,15,2022-05-26,Lael Brainard,"As we assess the future digital financial system, it is prudent to consider how to preserve ready public access to safe central bank money, perhaps through the digital analogue of the Federal Reserve's issuance of physical currency."
4-16,4,16,2022-05-26,Lael Brainard,"At present, consumers and businesses do not consider whether the money they are using is a liability of the central bank, as with cash, or of a commercial bank, as with bank deposits."
4-17,4,17,2022-05-26,Lael Brainard,"Confidence in commercial bank money is built upon deposit insurance, banks' access to central bank liquidity, and banking regulation and supervision."
4-18,4,18,2022-05-26,Lael Brainard,New forms of digital money such as stablecoins that do not share these same protections could reintroduce meaningful counterparty risk into the payments system.
4-19,4,19,2022-05-26,Lael Brainard,"As we have seen, such new forms of money can lose their promised value relative to fiat currency, harming consumers or, at large scale, creating broader financial stability risks."
4-20,4,20,2022-05-26,Lael Brainard,We have seen before the risks posed by the widespread use of private monies.
4-21,4,21,2022-05-26,Lael Brainard,"In the 19th century, active competition among issuers of private paper banknotes led to inefficiency, fraud, and instability in the U.S. payments system, which ultimately necessitated a uniform form of money backed by the national government."
4-22,4,22,2022-05-26,Lael Brainard,"A predominance of private monies of this type could introduce consumer protection and financial stability risks because of their potential volatility and the risk of run-like behavior, as was demonstrated at a smaller scale in recent weeks."
4-23,4,23,2022-05-26,Lael Brainard,"In addition, if private monies—in the form of either stablecoins or cryptocurrencies—were to become widespread, we could see fragmentation of the U.S. payment system into so-called walled gardens."
4-24,4,24,2022-05-26,Lael Brainard,"In some future circumstances, CBDC could coexist with and be complementary to stablecoins and commercial bank money by providing a safe central bank liability in the digital financial ecosystem, much like cash currently coexists with commercial bank money."
4-25,4,25,2022-05-26,Lael Brainard,"It is also important to consider the potential risks of a CBDC associated with disintermediating banks, given their critical role in credit provision, monetary policy transmission, and payments."
4-26,4,26,2022-05-26,Lael Brainard,"In some circumstances, a widely available CBDC could serve as a substitute for commercial bank money, possibly reducing the aggregate amount of deposits in the banking system."
4-27,4,27,2022-05-26,Lael Brainard,And a CBDC would be attractive to risk-averse users during times of stress.
4-28,4,28,2022-05-26,Lael Brainard,"Accordingly, if the Federal Reserve were to move forward on CBDC, it would be important to develop design features that could mitigate such risks, such as offering a non-interest bearing CBDC or limiting the amount of CBDC a consumer could hold or transfer."
4-29,4,29,2022-05-26,Lael Brainard,The future evolution of international payments and capital flows will also influence considerations surrounding a potential U.S. CBDC.
4-30,4,30,2022-05-26,Lael Brainard,"The dollar is the most widely used currency in international payments and investments, which benefits the United States by reducing transaction and borrowing costs for U.S. households, businesses, and government."
4-31,4,31,2022-05-26,Lael Brainard,"In future states where other major foreign currencies are issued in CBDC form, it is prudent to consider how the potential absence or presence of a U.S. central bank digital dollar could affect the use of the dollar in global payments."
